Adresse,PrixID,CodePostal,ID,Latitude,Longitude,PrixNom,Ville,PrixValeur,iris_code,DISP_TP6020,DISP_Q120,DISP_MED20
 Rue Auguste Delaune,1.0,2430,2430001,49.82606,3.2792,Gazole,GAUCHY,1.767923566878981,023400201,"19,1",14860,19640
 Rue Auguste Delaune,3.0,2430,2430001,49.82606,3.2792,E85,GAUCHY,1.033921052631579,023400201,"19,1",14860,19640
 Rue Auguste Delaune,4.0,2430,2430001,49.82606,3.2792,GPLc,GAUCHY,0.9843064516129032,023400201,"19,1",14860,19640
 Rue Auguste Delaune,5.0,2430,2430001,49.82606,3.2792,E10,GAUCHY,1.8216412213740456,023400201,"19,1",14860,19640
 Rue Auguste Delaune,6.0,2430,2430001,49.82606,3.2792,SP98,GAUCHY,1.89716,023400201,"19,1",14860,19640
 Rue Colbert,1.0,14500,14500008,48.8467,-0.88722,Gazole,VIRE,1.8357222222222225,147620202,"31,0",12390,16030
 Rue Colbert,2.0,14500,14500008,48.8467,-0.88722,SP95,VIRE,1.946275,147620202,"31,0",12390,16030
PARC COMMERCIAL DE LA DOUITEE,1.0,14500,14500003,48.847,-0.887,Gazole,VIRE,1.811118811881188,147620202,"31,0",12390,16030
PARC COMMERCIAL DE LA DOUITEE,2.0,14500,14500003,48.847,-0.887,SP95,VIRE,1.910448979591837,147620202,"31,0",12390,16030
PARC COMMERCIAL DE LA DOUITEE,6.0,14500,14500003,48.847,-0.887,SP98,VIRE,1.9346794871794872,147620202,"31,0",12390,16030
 Rue Henri Stendhal,1.0,81400,81400004,44.05203,2.15989,Gazole,CARMAUX,1.774312101910828,810600102,s,11940,15210
 Rue Henri Stendhal,3.0,81400,81400004,44.05203,2.15989,E85,CARMAUX,1.0476521739130435,810600102,s,11940,15210
 Rue Henri Stendhal,5.0,81400,81400004,44.05203,2.15989,E10,CARMAUX,1.8406641221374047,810600102,s,11940,15210
 Rue Henri Stendhal,6.0,81400,81400004,44.05203,2.15989,SP98,CARMAUX,1.924536,810600102,s,11940,15210
 Rue Jean-Baptiste Berlier,1.0,42800,42800001,45.52641,4.6085,Gazole,RIVE-DE-GIER,1.797642857142857,421860102,"16,6",15230,20170
 Rue Jean-Baptiste Berlier,2.0,42800,42800001,45.52641,4.6085,SP95,RIVE-DE-GIER,1.9048305084745765,421860102,"16,6",15230,20170
 Rue Jean-Baptiste Berlier,6.0,42800,42800001,45.52641,4.6085,SP98,RIVE-DE-GIER,1.9272222222222224,421860102,"16,6",15230,20170
 Rue Johannes Gutenberg,1.0,59270,59270003,50.73084,2.74532,Gazole,BAILLEUL,1.798156862745098,590430501,"7,5",18930,24480
 Rue Johannes Gutenberg,5.0,59270,59270003,50.73084,2.74532,E10,BAILLEUL,1.815075,590430501,"7,5",18930,24480
 Rue Johannes Gutenberg,6.0,59270,59270003,50.73084,2.74532,SP98,BAILLEUL,1.88728125,590430501,"7,5",18930,24480
Avenue des Nations Unies,1.0,59270,59270002,50.724,2.74,Gazole,BAILLEUL,1.7263467561521253,590430501,"7,5",18930,24480
Avenue des Nations Unies,3.0,59270,59270002,50.724,2.74,E85,BAILLEUL,1.0066111111111111,590430501,"7,5",18930,24480
Avenue des Nations Unies,5.0,59270,59270002,50.724,2.74,E10,BAILLEUL,1.801605855855856,590430501,"7,5",18930,24480
Avenue des Nations Unies,6.0,59270,59270002,50.724,2.74,SP98,BAILLEUL,1.8774839449541283,590430501,"7,5",18930,24480
 Rue Jules Ferry,1.0,33210,33210010,44.54883,-0.25317,Gazole,LANGON,1.748326530612245,332270101,"21,2",14100,18630
 Rue Jules Ferry,2.0,33210,33210010,44.54883,-0.25317,SP95,LANGON,1.8428852459016396,332270101,"21,2",14100,18630
 Rue Jules Ferry,6.0,33210,33210010,44.54883,-0.25317,SP98,LANGON,1.8905309734513276,332270101,"21,2",14100,18630
1 lieu dit moleon,1.0,33210,33210003,44.542,-0.254,Gazole,Langon,1.7535111111111112,332270101,"21,2",14100,18630
1 lieu dit moleon,2.0,33210,33210003,44.542,-0.254,SP95,Langon,1.8308827586206895,332270101,"21,2",14100,18630
1 lieu dit moleon,3.0,33210,33210003,44.542,-0.254,E85,Langon,1.0010583333333334,332270101,"21,2",14100,18630
